hotel,arrival_date_year,is_canceled,lead_time,previous_cancellations,previous_bookings_not_canceled,booking_changes,total_of_special_requests,is_repeated_guest,deposit_type,reserved_room_type
Resort Hotel,2015,1,93,0,0,0,0,0,Non Refund,A
Resort Hotel,2015,0,39,0,0,1,1,0,No Deposit,D
Resort Hotel,2015,0,88,0,0,0,0,0,No Deposit,E
Resort Hotel,2015,1,113,0,0,1,1,0,No Deposit,A
Resort Hotel,2015,1,118,0,0,0,2,0,No Deposit,D
Resort Hotel,2015,1,260,0,0,0,1,0,No Deposit,A
Resort Hotel,2015,1,216,0,0,0,1,0,No Deposit,A
Resort Hotel,2015,1,169,0,0,0,1,0,No Deposit,A
Resort Hotel,2015,1,216,0,0,0,1,0,No Deposit,A
Resort Hotel,2015,1,169,0,0,0,1,0,No Deposit,A
Resort Hotel,2015,1,260,0,0,0,1,0,No Deposit,D
Resort Hotel,2015,0,48,0,0,0,0,0,No Deposit,A
Resort Hotel,2015,1,113,0,0,1,1,0,No Deposit,A
Resort Hotel,2015,1,113,0,0,0,1,0,No Deposit,A
Resort Hotel,2015,0,126,0,0,0,0,0,No Deposit,A
Resort Hotel,2015,0,67,0,0,0,0,0,No Deposit,A
Resort Hotel,2015,1,209,0,0,0,1,0,No Deposit,D
Resort Hotel,2015,0,49,0,0,0,1,0,No Deposit,E
Resort Hotel,2015,1,94,0,0,0,2,0,No Deposit,D
Resort Hotel,2015,1,94,0,0,0,2,0,No Deposit,A
Resort Hotel,2015,1,39,0,0,0,2,0,No Deposit,D
Resort Hotel,2015,1,94,0,0,0,2,0,No Deposit,D
Resort Hotel,2015,1,39,0,0,0,2,0,No Deposit,D
Resort Hotel,2015,1,94,0,0,0,1,0,No Deposit,A
Resort Hotel,2015,1,94,0,0,0,1,0,No Deposit,C
Resort Hotel,2015,0,119,0,0,0,1,0,No Deposit,A
Resort Hotel,2015,1,3,0,0,0,0,0,No Deposit,H
Resort Hotel,2015,1,57,0,0,0,1,0,No Deposit,E
Resort Hotel,2015,0,54,0,0,0,1,0,No Deposit,E
Resort Hotel,2015,1,43,0,0,0,0,0,No Deposit,A
Resort Hotel,2015,0,60,0,0,0,0,0,No Deposit,A
Resort Hotel,2015,0,131,0,0,1,1,0,No Deposit,A
Resort Hotel,2015,0,139,0,0,0,1,0,No Deposit,A
Resort Hotel,2015,0,131,0,0,0,1,0,No Deposit,A
Resort Hotel,2015,1,131,0,0,0,0,0,No Deposit,A
Resort Hotel,2015,0,131,0,0,0,1,0,No Deposit,A
Resort Hotel,2015,0,131,0,0,0,1,0,No Deposit,A
Resort Hotel,2015,1,131,0,0,0,0,0,No Deposit,A
Resort Hotel,2015,0,70,0,0,0,0,0,No Deposit,A
Resort Hotel,2015,0,131,0,0,0,1,0,No Deposit,A
Resort Hotel,2015,0,131,0,0,0,1,0,No Deposit,A
Resort Hotel,2015,1,131,0,0,0,0,0,No Deposit,A
Resort Hotel,2015,1,131,0,0,0,0,0,No Deposit,A
Resort Hotel,2015,0,131,0,0,0,1,0,No Deposit,A
Resort Hotel,2015,0,131,0,0,1,1,0,No Deposit,E
Resort Hotel,2015,1,131,0,0,0,0,0,No Deposit,A
Resort Hotel,2015,1,131,0,0,0,0,0,No Deposit,A
Resort Hotel,2015,1,1,0,0,1,0,0,No Deposit,A
Resort Hotel,2015,0,131,0,0,1,0,0,No Deposit,A
Resort Hotel,2015,1,131,0,0,0,0,0,No Deposit,A
Resort Hotel,2015,1,131,0,0,0,0,0,No Deposit,A
Resort Hotel,2015,1,131,0,0,0,0,0,No Deposit,A
Resort Hotel,2015,0,131,0,0,1,1,0,No Deposit,D
Resort Hotel,2015,0,131,0,0,1,1,0,No Deposit,D
Resort Hotel,2015,0,83,0,0,1,2,0,No Deposit,A
Resort Hotel,2015,0,119,0,0,1,1,0,No Deposit,E
Resort Hotel,2015,0,49,0,0,1,0,0,No Deposit,F
Resort Hotel,2015,0,49,0,0,1,1,0,No Deposit,F
Resort Hotel,2015,0,48,0,0,0,2,0,No Deposit,E
Resort Hotel,2015,0,111,0,0,1,1,0,No Deposit,A
Resort Hotel,2015,0,100,0,0,0,0,0,No Deposit,D
Resort Hotel,2015,1,70,0,0,0,0,0,No Deposit,E
Resort Hotel,2015,0,44,0,0,1,0,0,No Deposit,A
Resort Hotel,2015,0,99,0,0,0,1,0,No Deposit,A
Resort Hotel,2015,0,44,0,0,0,0,0,No Deposit,A
Resort Hotel,2015,0,65,0,0,0,1,0,No Deposit,E
Resort Hotel,2015,0,45,0,0,0,0,0,No Deposit,A
Resort Hotel,2015,0,44,0,0,0,0,0,No Deposit,A
Resort Hotel,2015,0,45,0,0,0,1,0,No Deposit,A
Resort Hotel,2015,0,66,0,0,0,1,0,No Deposit,A
Resort Hotel,2015,0,59,0,0,1,1,0,No Deposit,A
Resort Hotel,2015,0,155,0,0,0,3,0,No Deposit,C
Resort Hotel,2015,0,59,0,0,1,0,0,No Deposit,D
Resort Hotel,2015,0,155,0,0,0,2,0,No Deposit,G
Resort Hotel,2015,0,44,0,0,0,1,0,No Deposit,A
Resort Hotel,2015,1,113,0,0,0,1,0,No Deposit,G
Resort Hotel,2015,0,86,0,0,1,1,0,No Deposit,A
Resort Hotel,2015,0,127,0,0,0,1,0,No Deposit,G
Resort Hotel,2015,0,131,0,0,0,0,0,No Deposit,G
Resort Hotel,2015,0,119,0,0,0,0,0,No Deposit,A
Resort Hotel,2015,0,127,0,0,1,1,0,No Deposit,A
Resort Hotel,2015,0,79,0,0,0,2,0,No Deposit,A
Resort Hotel,2015,1,113,0,0,0,1,0,No Deposit,A
Resort Hotel,2015,0,57,0,0,0,0,0,No Deposit,D
Resort Hotel,2015,1,87,0,0,0,1,0,No Deposit,G
Resort Hotel,2015,1,110,0,0,0,0,0,No Deposit,A
Resort Hotel,2015,1,99,0,0,0,0,0,No Deposit,C
Resort Hotel,2015,0,178,0,0,0,0,0,No Deposit,A
Resort Hotel,2015,0,51,0,0,0,0,0,No Deposit,A
Resort Hotel,2015,1,0,0,0,0,0,0,Non Refund,A
Resort Hotel,2015,1,0,0,0,0,0,0,Non Refund,E
Resort Hotel,2015,1,0,0,0,0,0,0,Non Refund,A
Resort Hotel,2015,1,0,0,0,0,0,0,Non Refund,E
Resort Hotel,2015,1,0,0,0,0,0,0,Non Refund,E
Resort Hotel,2015,1,0,0,0,0,0,0,Non Refund,A
Resort Hotel,2015,1,0,0,0,0,0,0,Non Refund,A
Resort Hotel,2015,1,0,0,0,0,0,0,Non Refund,A
Resort Hotel,2015,1,0,0,0,0,0,0,Non Refund,A
Resort Hotel,2015,1,0,0,0,0,0,0,Non Refund,A
Resort Hotel,2015,1,0,0,0,0,0,0,Non Refund,E
Resort Hotel,2015,1,0,0,0,1,0,0,Non Refund,H
Resort Hotel,2015,1,0,0,0,0,0,0,Non Refund,A
Resort Hotel,2015,1,0,0,0,0,0,0,Non Refund,A
Resort Hotel,2015,1,0,0,0,0,0,0,Non Refund,A
Resort Hotel,2015,1,0,0,0,0,0,0,Non Refund,A
Resort Hotel,2015,1,0,0,0,0,0,0,Non Refund,A
Resort Hotel,2015,0,55,0,0,0,3,0,No Deposit,A
Resort Hotel,2015,1,56,0,0,0,2,0,No Deposit,A
Resort Hotel,2015,1,56,0,0,0,2,0,No Deposit,A
Resort Hotel,2015,1,56,0,0,0,2,0,No Deposit,A
Resort Hotel,2015,0,55,0,0,0,3,0,No Deposit,A
Resort Hotel,2015,0,55,0,0,0,3,0,No Deposit,A
Resort Hotel,2015,0,45,0,0,0,0,0,No Deposit,A
Resort Hotel,2015,1,130,0,0,0,2,0,No Deposit,A
Resort Hotel,2015,0,93,0,0,1,1,0,No Deposit,A
Resort Hotel,2015,0,112,0,0,0,1,0,No Deposit,G
Resort Hotel,2015,1,107,0,0,0,0,0,No Deposit,C
Resort Hotel,2015,0,114,0,0,1,1,0,No Deposit,D
Resort Hotel,2015,1,238,0,0,1,0,0,No Deposit,E
Resort Hotel,2015,1,89,0,0,0,1,0,No Deposit,A
Resort Hotel,2015,1,215,0,0,0,0,0,No Deposit,A
Resort Hotel,2015,1,59,0,0,1,1,0,No Deposit,A
Resort Hotel,2015,0,129,0,0,0,0,0,No Deposit,E
Resort Hotel,2015,0,62,0,0,0,0,0,No Deposit,A
Resort Hotel,2015,1,31,0,0,1,0,0,No Deposit,A
Resort Hotel,2015,0,62,0,0,0,1,0,No Deposit,A
Resort Hotel,2015,1,27,0,0,0,1,0,No Deposit,F
Resort Hotel,2015,1,83,0,0,0,0,0,No Deposit,E
Resort Hotel,2015,1,133,0,0,0,1,0,No Deposit,A
Resort Hotel,2015,1,49,0,0,0,2,0,No Deposit,A
Resort Hotel,2015,1,3,0,0,0,0,0,No Deposit,A
Resort Hotel,2015,1,49,0,0,0,2,0,No Deposit,A
Resort Hotel,2015,1,49,0,0,0,2,0,No Deposit,A
Resort Hotel,2015,1,126,0,0,0,1,0,No Deposit,A
Resort Hotel,2015,1,77,0,0,0,0,0,No Deposit,H
Resort Hotel,2015,0,90,0,0,0,0,0,No Deposit,E
Resort Hotel,2015,1,105,0,0,0,0,0,No Deposit,H
Resort Hotel,2015,0,81,0,0,1,0,0,No Deposit,A
Resort Hotel,2015,0,81,0,0,1,0,0,No Deposit,A
Resort Hotel,2015,0,118,0,0,0,1,0,No Deposit,G
Resort Hotel,2015,1,76,0,0,0,1,0,No Deposit,A
Resort Hotel,2015,0,101,0,0,0,1,0,No Deposit,E
Resort Hotel,2015,1,66,0,0,0,0,0,No Deposit,D
Resort Hotel,2015,0,49,0,0,0,2,0,No Deposit,D
Resort Hotel,2015,0,53,0,0,0,1,0,No Deposit,E
Resort Hotel,2015,1,75,0,0,0,1,0,No Deposit,A
Resort Hotel,2015,0,94,0,0,0,1,0,No Deposit,E
Resort Hotel,2015,1,160,0,0,1,2,0,No Deposit,D
Resort Hotel,2015,0,76,0,0,0,1,0,No Deposit,A
Resort Hotel,2015,0,165,0,0,0,0,0,No Deposit,A
Resort Hotel,2015,0,165,0,0,0,0,0,No Deposit,A
Resort Hotel,2015,0,165,0,0,0,0,0,No Deposit,A
Resort Hotel,2015,0,165,0,0,0,0,0,No Deposit,A
Resort Hotel,2015,0,65,0,0,0,2,0,No Deposit,E
Resort Hotel,2015,0,165,0,0,0,0,0,No Deposit,A
Resort Hotel,2015,0,165,0,0,0,0,0,No Deposit,A
Resort Hotel,2015,0,165,0,0,1,0,0,No Deposit,A
Resort Hotel,2015,1,165,0,0,0,0,0,No Deposit,A
Resort Hotel,2015,0,165,0,0,0,0,0,No Deposit,A
Resort Hotel,2015,0,165,0,0,0,0,0,No Deposit,A
Resort Hotel,2015,0,165,0,0,0,0,0,No Deposit,A
Resort Hotel,2015,0,165,0,0,0,0,0,No Deposit,A
Resort Hotel,2015,0,165,0,0,1,0,0,No Deposit,A
Resort Hotel,2015,0,165,0,0,0,0,0,No Deposit,A
Resort Hotel,2015,0,165,0,0,0,0,0,No Deposit,A
Resort Hotel,2015,0,165,0,0,1,0,0,No Deposit,A
Resort Hotel,2015,0,165,0,0,0,0,0,No Deposit,A
Resort Hotel,2015,0,165,0,0,2,0,0,No Deposit,A
Resort Hotel,2015,1,54,0,0,0,2,0,No Deposit,D
Resort Hotel,2015,0,165,0,0,0,0,0,No Deposit,A
Resort Hotel,2015,0,165,0,0,0,0,0,No Deposit,A
Resort Hotel,2015,0,165,0,0,0,0,0,No Deposit,A
Resort Hotel,2015,0,165,0,0,0,0,0,No Deposit,A
Resort Hotel,2015,0,165,0,0,0,0,0,No Deposit,A
Resort Hotel,2015,0,165,0,0,1,0,0,No Deposit,A
Resort Hotel,2015,0,165,0,0,1,0,0,No Deposit,A
Resort Hotel,2015,0,165,0,0,0,0,0,No Deposit,A
Resort Hotel,2015,0,165,0,0,0,0,0,No Deposit,A
Resort Hotel,2015,0,165,0,0,0,0,0,No Deposit,A
Resort Hotel,2015,0,165,0,0,0,0,0,No Deposit,A
Resort Hotel,2015,0,165,0,0,0,0,0,No Deposit,A
Resort Hotel,2015,0,165,0,0,1,0,0,No Deposit,A
Resort Hotel,2015,0,165,0,0,0,0,0,No Deposit,A
Resort Hotel,2015,0,65,0,0,0,2,0,No Deposit,E
Resort Hotel,2015,1,9,0,0,0,0,0,No Deposit,A
Resort Hotel,2015,0,165,0,0,1,0,0,No Deposit,A
Resort Hotel,2015,1,9,0,0,0,0,0,No Deposit,A
Resort Hotel,2015,0,53,0,0,0,0,0,No Deposit,C
Resort Hotel,2015,0,165,0,0,0,0,0,No Deposit,A
Resort Hotel,2015,0,165,0,0,0,0,0,No Deposit,A
Resort Hotel,2015,0,165,0,0,0,0,0,No Deposit,A
Resort Hotel,2015,0,165,0,0,0,0,0,No Deposit,A
Resort Hotel,2015,0,165,0,0,1,0,0,No Deposit,A
Resort Hotel,2015,1,165,0,0,0,0,0,No Deposit,A
Resort Hotel,2015,0,165,0,0,0,0,0,No Deposit,A
Resort Hotel,2015,0,165,0,0,0,0,0,No Deposit,A
Resort Hotel,2015,0,165,0,0,0,0,0,No Deposit,A
Resort Hotel,2015,0,165,0,0,0,0,0,No Deposit,A
Resort Hotel,2015,0,165,0,0,0,0,0,No Deposit,A
Resort Hotel,2015,0,165,0,0,0,0,0,No Deposit,A
Resort Hotel,2015,0,165,0,0,0,0,0,No Deposit,A
Resort Hotel,2015,0,165,0,0,0,0,0,No Deposit,A
Resort Hotel,2015,0,165,0,0,3,0,0,No Deposit,A
Resort Hotel,2015,0,165,0,0,0,0,0,No Deposit,A
Resort Hotel,2015,0,165,0,0,0,0,0,No Deposit,A
Resort Hotel,2015,0,165,0,0,0,0,0,No Deposit,A
Resort Hotel,2015,0,165,0,0,5,0,0,No Deposit,A
Resort Hotel,2015,0,165,0,0,1,0,0,No Deposit,A
Resort Hotel,2015,1,55,0,0,0,2,0,No Deposit,H
Resort Hotel,2015,0,165,0,0,1,0,0,No Deposit,A
Resort Hotel,2015,1,41,0,0,0,1,0,No Deposit,D
Resort Hotel,2015,1,85,0,0,1,0,0,No Deposit,H
Resort Hotel,2015,1,43,0,0,0,0,0,No Deposit,D
Resort Hotel,2015,0,52,0,0,1,1,0,No Deposit,E
Resort Hotel,2015,1,66,0,0,0,0,0,No Deposit,F
Resort Hotel,2015,0,86,0,0,3,1,0,No Deposit,A
Resort Hotel,2015,1,114,0,0,0,0,0,No Deposit,E
Resort Hotel,2015,0,90,0,0,0,0,0,No Deposit,A
Resort Hotel,2015,0,161,0,0,1,0,0,No Deposit,G
Resort Hotel,2015,1,161,0,0,0,1,0,No Deposit,G
Resort Hotel,2015,0,86,0,0,1,2,0,No Deposit,A
Resort Hotel,2015,0,69,0,0,0,2,0,No Deposit,D
Resort Hotel,2015,1,62,0,0,0,0,0,No Deposit,E
Resort Hotel,2015,0,141,0,0,1,1,0,No Deposit,D
Resort Hotel,2015,0,72,0,0,0,1,0,No Deposit,A
Resort Hotel,2015,1,101,0,0,0,0,0,No Deposit,E
Resort Hotel,2015,1,66,0,0,0,1,0,No Deposit,D
Resort Hotel,2015,1,69,0,0,0,1,0,No Deposit,D
Resort Hotel,2015,1,55,0,0,0,0,0,No Deposit,C
Resort Hotel,2015,1,45,0,0,0,1,0,No Deposit,D
Resort Hotel,2015,0,69,0,0,0,2,0,No Deposit,D
Resort Hotel,2015,1,49,0,0,0,1,0,No Deposit,D
Resort Hotel,2015,0,79,0,0,0,0,0,No Deposit,E
Resort Hotel,2015,0,69,0,0,0,3,0,No Deposit,D
Resort Hotel,2015,0,70,0,0,0,0,0,No Deposit,D
Resort Hotel,2015,0,92,0,0,0,2,0,No Deposit,A
Resort Hotel,2015,0,92,0,0,0,2,0,No Deposit,A
Resort Hotel,2015,0,92,0,0,0,2,0,No Deposit,A
Resort Hotel,2015,1,92,0,0,1,0,0,No Deposit,E
Resort Hotel,2016,0,109,0,0,0,1,0,No Deposit,A
Resort Hotel,2016,0,109,0,0,0,1,0,No Deposit,H
Resort Hotel,2016,1,2,0,0,0,1,0,No Deposit,D
Resort Hotel,2016,0,88,0,0,0,2,0,No Deposit,A
Resort Hotel,2016,1,20,0,0,0,0,0,No Deposit,G
Resort Hotel,2016,1,76,0,0,0,1,0,No Deposit,A
Resort Hotel,2016,0,88,0,0,0,2,0,No Deposit,A
Resort Hotel,2016,1,113,0,0,0,0,0,Non Refund,A
Resort Hotel,2016,1,113,0,0,0,0,0,Non Refund,A
Resort Hotel,2016,1,113,0,0,0,0,0,Non Refund,A
Resort Hotel,2016,1,113,0,0,0,0,0,Non Refund,A
Resort Hotel,2016,1,113,0,0,0,0,0,Non Refund,A
Resort Hotel,2016,1,113,0,0,0,0,0,Non Refund,A
Resort Hotel,2016,1,113,0,0,0,0,0,Non Refund,A
Resort Hotel,2016,1,113,0,0,0,0,0,Non Refund,A
Resort Hotel,2016,1,113,0,0,0,0,0,Non Refund,A
Resort Hotel,2016,1,113,0,0,0,0,0,Non Refund,A
Resort Hotel,2016,1,113,0,0,0,0,0,Non Refund,A
Resort Hotel,2016,1,113,0,0,0,0,0,Non Refund,A
Resort Hotel,2016,1,113,0,0,0,0,0,Non Refund,A
Resort Hotel,2016,1,113,0,0,0,0,0,Non Refund,A
Resort Hotel,2016,1,113,0,0,0,0,0,Non Refund,A
Resort Hotel,2016,1,113,0,0,0,0,0,Non Refund,A
Resort Hotel,2016,1,113,0,0,0,0,0,Non Refund,A
Resort Hotel,2016,1,113,0,0,0,0,0,Non Refund,A
Resort Hotel,2016,1,113,0,0,0,0,0,Non Refund,A
Resort Hotel,2016,1,113,0,0,0,0,0,Non Refund,A
Resort Hotel,2016,1,113,0,0,0,0,0,Non Refund,A
Resort Hotel,2016,1,113,0,0,0,0,0,Non Refund,A
Resort Hotel,2016,1,113,0,0,0,0,0,Non Refund,A
Resort Hotel,2016,1,113,0,0,0,0,0,Non Refund,A
Resort Hotel,2016,1,113,0,0,0,0,0,Non Refund,A
Resort Hotel,2016,0,110,0,0,0,3,0,No Deposit,D
Resort Hotel,2016,1,103,0,0,0,1,0,No Deposit,A
Resort Hotel,2016,1,22,0,0,0,2,0,No Deposit,E
Resort Hotel,2016,1,0,0,0,0,0,0,No Deposit,A
Resort Hotel,2016,1,3,0,0,0,1,0,No Deposit,E
Resort Hotel,2016,1,5,0,0,0,0,0,No Deposit,A
Resort Hotel,2016,1,5,0,0,0,0,0,No Deposit,A
Resort Hotel,2016,1,5,0,0,0,0,0,No Deposit,A
Resort Hotel,2016,1,5,0,0,0,0,0,No Deposit,A
Resort Hotel,2016,1,5,0,0,0,0,0,No Deposit,A
Resort Hotel,2016,1,20,0,0,0,1,0,No Deposit,E
Resort Hotel,2016,1,62,0,0,0,1,0,No Deposit,E
Resort Hotel,2016,1,189,0,0,0,2,0,No Deposit,A
Resort Hotel,2016,1,132,0,0,0,1,0,No Deposit,A
Resort Hotel,2016,1,13,0,0,0,0,0,No Deposit,A
Resort Hotel,2016,0,86,0,0,0,1,0,No Deposit,A
Resort Hotel,2016,0,187,0,0,0,1,0,No Deposit,D
Resort Hotel,2016,0,85,0,0,2,1,0,No Deposit,D
Resort Hotel,2016,1,93,0,0,0,1,0,No Deposit,E
Resort Hotel,2016,1,93,0,0,0,1,0,No Deposit,G
Resort Hotel,2016,1,0,0,0,0,2,0,No Deposit,A
Resort Hotel,2016,1,143,0,0,0,2,0,No Deposit,A
Resort Hotel,2016,1,223,0,0,0,0,0,No Deposit,A
Resort Hotel,2016,1,117,0,0,0,2,0,No Deposit,A
Resort Hotel,2016,1,13,0,0,0,0,0,No Deposit,A
Resort Hotel,2016,1,24,0,0,1,1,0,No Deposit,A
Resort Hotel,2016,1,2,0,0,0,0,0,No Deposit,A
Resort Hotel,2016,0,59,0,0,0,0,0,No Deposit,A
Resort Hotel,2016,1,6,0,0,0,0,0,No Deposit,E
Resort Hotel,2016,1,11,0,0,0,1,0,No Deposit,A
Resort Hotel,2016,1,19,0,0,0,0,0,No Deposit,E
Resort Hotel,2016,1,19,0,0,0,0,0,No Deposit,A
Resort Hotel,2016,0,74,0,0,0,0,0,No Deposit,D
Resort Hotel,2016,0,169,0,0,0,1,0,No Deposit,E
Resort Hotel,2016,1,200,0,0,0,0,0,No Deposit,E
Resort Hotel,2016,1,1,0,0,0,1,0,No Deposit,A
Resort Hotel,2016,1,28,0,0,0,1,0,No Deposit,D
Resort Hotel,2016,1,1,0,0,0,1,0,No Deposit,A
Resort Hotel,2016,1,28,0,0,0,1,0,No Deposit,D
Resort Hotel,2016,1,110,0,0,0,0,0,No Deposit,A
Resort Hotel,2016,1,15,0,0,0,0,0,No Deposit,A
Resort Hotel,2016,1,103,0,0,0,1,0,No Deposit,G
Resort Hotel,2016,0,87,0,0,0,0,0,No Deposit,A
Resort Hotel,2016,1,177,0,0,0,1,0,No Deposit,A
Resort Hotel,2016,1,6,0,0,0,1,0,No Deposit,A
Resort Hotel,2016,1,8,0,0,0,0,0,No Deposit,A
Resort Hotel,2016,1,99,0,0,0,0,0,No Deposit,D
Resort Hotel,2016,1,99,0,0,0,1,0,No Deposit,D
Resort Hotel,2016,0,172,0,0,0,1,0,No Deposit,A
Resort Hotel,2016,1,284,0,0,0,0,0,No Deposit,A
Resort Hotel,2016,1,122,0,0,0,0,0,No Deposit,A
Resort Hotel,2016,0,0,0,0,0,1,0,No Deposit,D
Resort Hotel,2016,1,15,0,0,0,2,0,No Deposit,A
Resort Hotel,2016,1,15,0,0,0,2,0,No Deposit,A
Resort Hotel,2016,1,15,0,0,0,2,0,No Deposit,A
Resort Hotel,2016,0,23,0,0,0,0,0,No Deposit,E
Resort Hotel,2016,1,0,0,0,0,0,0,No Deposit,A
Resort Hotel,2016,1,34,0,0,0,1,0,No Deposit,D
Resort Hotel,2016,1,1,0,0,0,1,0,No Deposit,E
Resort Hotel,2016,1,7,0,0,0,0,0,No Deposit,D
Resort Hotel,2016,1,172,0,0,0,1,0,No Deposit,A
Resort Hotel,2016,1,172,0,0,0,1,0,No Deposit,A
Resort Hotel,2016,1,12,0,0,0,0,0,No Deposit,F
Resort Hotel,2016,1,31,0,0,0,1,0,No Deposit,D
Resort Hotel,2016,1,3,0,0,0,0,0,No Deposit,A
Resort Hotel,2016,1,3,0,0,0,0,0,No Deposit,A
Resort Hotel,2016,1,34,0,0,0,1,0,No Deposit,D
Resort Hotel,2016,1,26,0,0,0,1,0,No Deposit,D
Resort Hotel,2016,1,3,0,0,0,2,0,No Deposit,A
Resort Hotel,2016,0,101,0,0,0,0,0,No Deposit,E
Resort Hotel,2016,1,3,0,0,0,2,0,No Deposit,A
Resort Hotel,2016,1,3,0,0,0,1,0,No Deposit,E
Resort Hotel,2016,1,13,0,0,0,2,0,No Deposit,D
Resort Hotel,2016,1,11,0,0,0,0,0,No Deposit,A
Resort Hotel,2016,1,1,0,0,0,1,0,No Deposit,E
Resort Hotel,2016,1,173,0,0,0,1,0,No Deposit,A
Resort Hotel,2016,1,14,0,0,0,2,0,No Deposit,E
Resort Hotel,2016,0,160,0,0,0,1,0,No Deposit,E
Resort Hotel,2016,0,154,0,0,0,2,0,No Deposit,A
Resort Hotel,2016,1,4,0,0,0,0,0,No Deposit,A
Resort Hotel,2016,0,214,0,0,0,0,0,No Deposit,D
Resort Hotel,2016,0,154,0,0,0,2,0,No Deposit,A
Resort Hotel,2016,1,5,0,0,0,0,0,No Deposit,A
Resort Hotel,2016,1,16,0,0,0,1,0,No Deposit,A
Resort Hotel,2016,1,2,0,0,0,0,0,No Deposit,A
Resort Hotel,2016,1,80,0,0,0,1,0,No Deposit,A
Resort Hotel,2016,1,33,0,0,0,0,0,No Deposit,A
Resort Hotel,2016,1,33,0,0,0,0,0,No Deposit,A
Resort Hotel,2016,1,185,0,0,0,3,0,No Deposit,A
Resort Hotel,2016,0,1,0,0,0,0,0,No Deposit,G
Resort Hotel,2016,1,48,0,0,0,0,0,No Deposit,A
Resort Hotel,2016,1,157,0,0,0,1,0,No Deposit,F
Resort Hotel,2016,1,15,0,0,0,1,0,No Deposit,A
Resort Hotel,2016,1,22,0,0,0,2,0,No Deposit,E
Resort Hotel,2016,1,3,0,0,0,0,0,No Deposit,A
Resort Hotel,2016,1,3,0,0,0,0,0,No Deposit,A
Resort Hotel,2016,0,0,0,0,0,1,0,No Deposit,A
Resort Hotel,2016,1,13,0,0,1,0,0,No Deposit,E
Resort Hotel,2016,1,11,0,0,0,0,0,No Deposit,A
Resort Hotel,2016,1,28,0,0,0,2,0,No Deposit,D
Resort Hotel,2016,0,101,0,0,0,1,0,No Deposit,A
Resort Hotel,2016,1,202,0,0,1,1,0,No Deposit,A
Resort Hotel,2016,1,133,0,0,0,0,0,No Deposit,A
Resort Hotel,2016,1,4,0,0,0,1,0,No Deposit,E
Resort Hotel,2016,0,116,0,0,0,1,0,No Deposit,F
Resort Hotel,2016,1,100,0,0,0,0,0,No Deposit,F
Resort Hotel,2016,0,97,0,0,0,0,0,No Deposit,F
Resort Hotel,2016,1,39,0,0,0,0,0,No Deposit,A
Resort Hotel,2016,1,46,0,0,0,1,0,No Deposit,A
Resort Hotel,2016,1,46,0,0,1,1,0,No Deposit,A
Resort Hotel,2016,1,20,0,0,0,1,0,No Deposit,A
Resort Hotel,2016,1,142,0,0,0,1,0,No Deposit,E
Resort Hotel,2016,1,17,0,0,0,1,0,No Deposit,A
Resort Hotel,2016,1,26,0,0,0,1,0,No Deposit,G
Resort Hotel,2016,1,83,0,0,0,0,0,No Deposit,G
Resort Hotel,2016,1,99,0,0,0,1,0,No Deposit,A
Resort Hotel,2016,1,13,0,0,0,1,0,No Deposit,A
Resort Hotel,2016,1,2,0,0,0,1,0,No Deposit,A
Resort Hotel,2016,1,18,0,0,1,2,0,No Deposit,A
Resort Hotel,2016,0,88,0,0,0,0,0,No Deposit,A
Resort Hotel,2016,0,88,0,0,0,0,0,No Deposit,A
Resort Hotel,2016,1,18,0,0,0,2,0,No Deposit,A
Resort Hotel,2016,1,18,0,0,0,2,0,No Deposit,A
Resort Hotel,2016,0,211,0,0,1,0,0,No Deposit,E
Resort Hotel,2016,1,29,0,0,0,1,0,No Deposit,A
Resort Hotel,2016,1,72,0,0,0,0,0,No Deposit,D
Resort Hotel,2016,1,72,0,0,0,0,0,No Deposit,D
Resort Hotel,2016,1,72,0,0,0,0,0,No Deposit,D
Resort Hotel,2016,1,72,0,0,0,0,0,No Deposit,D
Resort Hotel,2016,1,72,0,0,0,0,0,No Deposit,D
Resort Hotel,2016,1,72,0,0,0,0,0,No Deposit,D
Resort Hotel,2016,1,12,0,0,0,1,0,No Deposit,C
Resort Hotel,2016,1,72,0,0,0,0,0,No Deposit,D
Resort Hotel,2016,1,72,0,0,0,0,0,No Deposit,D
Resort Hotel,2016,1,72,0,0,0,0,0,No Deposit,D
Resort Hotel,2016,1,72,0,0,0,0,0,No Deposit,D
Resort Hotel,2016,1,22,0,0,0,0,0,No Deposit,H
Resort Hotel,2016,1,72,0,0,0,0,0,No Deposit,D
Resort Hotel,2016,1,72,0,0,0,0,0,No Deposit,D
Resort Hotel,2016,1,72,0,0,0,0,0,No Deposit,D
Resort Hotel,2016,1,72,0,0,0,0,0,No Deposit,D
Resort Hotel,2016,1,72,0,0,0,0,0,No Deposit,D
Resort Hotel,2016,1,72,0,0,0,0,0,No Deposit,D
Resort Hotel,2016,1,72,0,0,0,0,0,No Deposit,D
Resort Hotel,2016,1,72,0,0,0,0,0,No Deposit,D
Resort Hotel,2016,1,72,0,0,0,0,0,No Deposit,D
Resort Hotel,2016,1,72,0,0,0,0,0,No Deposit,D
Resort Hotel,2016,1,72,0,0,0,0,0,No Deposit,D
Resort Hotel,2016,1,72,0,0,0,0,0,No Deposit,D
Resort Hotel,2016,1,72,0,0,0,0,0,No Deposit,D
